cost,arr_time,sold_out,dep_time,dest_score,dep_score
209.9,0.663194444,0,0.222222222,1.503860255,1.007980522
244,0.986111111,0,0.486111111,1.503860255,1.007980522
284,0.743055556,0,0.243055556,1.503860255,1.007980522
315.8,0.722222222,0,0.385416667,1.503860255,1.007980522
324,0.722222222,0,0.229166667,1.503860255,1.007980522
118.98,0.340277778,0,0.295138889,2.315586275,1.007980522
118.98,0.892361111,0,0.84375,2.315586275,1.007980522
122.3,0.326388889,0,0.236111111,2.315586275,1.007980522
122.3,0.34375,0,0.243055556,2.315586275,1.007980522
126.8,0.40625,0,0.263888889,2.315586275,1.007980522
126.8,0.392361111,0,0.243055556,2.315586275,1.007980522
126.8,0.440972222,0,0.284722222,2.315586275,1.007980522
143.98,0.53125,0,0.482638889,2.315586275,1.007980522
151.8,0.777777778,0,0.631944444,2.315586275,1.007980522
151.8,0.909722222,0,0.760416667,2.315586275,1.007980522
221.8,0.666666667,0,0.527777778,2.315586275,1.007980522
221.8,0.78125,0,0.638888889,2.315586275,1.007980522
221.8,0.8125,0,0.663194444,2.315586275,1.007980522
221.8,0.597222222,0,0.444444444,2.315586275,1.007980522
221.8,0.690972222,0,0.538194444,2.315586275,1.007980522
207.8,0.829861111,0,0.579861111,0.687869787,1.007980522
207.8,0.034722222,0,0.774305556,0.687869787,1.007980522
207.8,0.503472222,0,0.232638889,0.687869787,1.007980522
207.8,0.055555556,0,0.631944444,0.687869787,1.007980522
229.8,0.920138889,0,0.59375,0.687869787,1.007980522
233.9,0.055555556,0,0.59375,0.687869787,1.007980522
268.8,0.6875,0,0.40625,0.687869787,1.007980522
272.9,0.829861111,0,0.385416667,0.687869787,1.007980522
326.9,0.829861111,0,0.444444444,0.687869787,1.007980522
392.91,0.864583333,0,0.305555556,0.687869787,1.007980522
136.98,0.53125,0,0.486111111,0.127462155,1.007980522
144.8,0.385416667,0,0.229166667,0.127462155,1.007980522
144.8,0.659722222,0,0.486111111,0.127462155,1.007980522
144.8,0.5625,0,0.361111111,0.127462155,1.007980522
144.8,0.836805556,0,0.590277778,0.127462155,1.007980522
167.8,0.836805556,0,0.690972222,0.127462155,1.007980522
171.9,0.659722222,0,0.378472222,0.127462155,1.007980522
146.8,0.065972222,0,0.774305556,0.61664034,1.007980522
146.8,0.534722222,0,0.232638889,0.61664034,1.007980522
186.8,0.013888889,0,0.732638889,0.61664034,1.007980522
314.8,0.704861111,0,0.40625,0.61664034,1.007980522
323,0.673611111,0,0.229166667,0.61664034,1.007980522
323,0.788194444,0,0.270833333,0.61664034,1.007980522
448,0.788194444,0,0.378472222,0.61664034,1.007980522
104.8,0.899305556,0,0.756944444,0.838169121,1.007980522
104.8,0.8125,0,0.590277778,0.838169121,1.007980522
104.8,0.520833333,0,0.270833333,0.838169121,1.007980522
167.8,0.027777778,0,0.774305556,0.838169121,1.007980522
167.8,0.899305556,0,0.638888889,0.838169121,1.007980522
167.8,0.003472222,0,0.732638889,0.838169121,1.007980522
187.8,0.520833333,0,0.378472222,0.838169121,1.007980522
267.8,0.645833333,0,0.40625,0.838169121,1.007980522
298.9,0.645833333,0,0.232638889,0.838169121,1.007980522
341.9,0.763888889,0,0.305555556,0.838169121,1.007980522
149.3,0.465277778,0,0.270833333,1.580280553,1.007980522
189.3,0.864583333,0,0.638888889,1.580280553,1.007980522
229.3,0.576388889,0,0.378472222,1.580280553,1.007980522
229.3,0.635416667,0,0.378472222,1.580280553,1.007980522
166.3,0.90625,0,0.798611111,0.814860958,1.007980522
166.3,0.40625,0,0.270833333,0.814860958,1.007980522
170.8,0.798611111,0,0.690972222,0.814860958,1.007980522
170.8,0.90625,0,0.760416667,0.814860958,1.007980522
170.8,0.663194444,0,0.486111111,0.814860958,1.007980522
170.8,0.548611111,0,0.361111111,0.814860958,1.007980522
170.8,0.798611111,0,0.590277778,0.814860958,1.007980522
170.8,0.90625,0,0.690972222,0.814860958,1.007980522
170.8,0.451388889,0,0.229166667,0.814860958,1.007980522
170.8,0.989583333,0,0.756944444,0.814860958,1.007980522
170.8,0.631944444,0,0.378472222,0.814860958,1.007980522
174.9,0.451388889,0,0.270833333,0.814860958,1.007980522
108.3,0.444444444,0,0.222222222,0.736885107,1.007980522
112.8,0.395833333,0,0.229166667,0.736885107,1.007980522
112.8,0.993055556,0,0.798611111,0.736885107,1.007980522
112.8,0.972222222,0,0.770833333,0.736885107,1.007980522
112.8,0.076388889,0,0.8125,0.736885107,1.007980522
156.8,0.944444444,0,0.756944444,0.736885107,1.007980522
202.8,0.722222222,0,0.552083333,0.736885107,1.007980522
202.8,0.489583333,0,0.295138889,0.736885107,1.007980522
202.8,0.795138889,0,0.503472222,0.736885107,1.007980522
257.8,0.809027778,0,0.59375,0.736885107,1.007980522
297.8,0.673611111,0,0.385416667,0.736885107,1.007980522
112.8,0.996527778,0,0.770833333,1.133211164,1.007980522
112.8,0.055555556,0,0.826388889,1.133211164,1.007980522
156.8,0.982638889,0,0.774305556,1.133211164,1.007980522
156.8,0.517361111,0,0.229166667,1.133211164,1.007980522
172.79,0.829861111,0,0.579861111,1.133211164,1.007980522
172.79,0.96875,0,0.673611111,1.133211164,1.007980522
192.8,0.736111111,0,0.552083333,1.133211164,1.007980522
210.8,0.680555556,0,0.40625,1.133211164,1.007980522
245.8,0.746527778,0,0.444444444,1.133211164,1.007980522
303.9,0.96875,0,0.690972222,1.133211164,1.007980522
269.9,0.600694444,0,0.232638889,0.120429675,1.007980522
339.9,0.583333333,0,0.270833333,0.120429675,1.007980522
429.9,0.583333333,0,0.378472222,0.120429675,1.007980522
174.98,0.381944444,0,0.295138889,0.924208472,1.007980522
174.98,0.701388889,0,0.614583333,0.924208472,1.007980522
174.98,0.885416667,0,0.798611111,0.924208472,1.007980522
182.8,0.378472222,0,0.229166667,0.924208472,1.007980522
182.8,0.885416667,0,0.732638889,0.924208472,1.007980522
182.8,0.645833333,0,0.486111111,0.924208472,1.007980522
182.8,0.920138889,0,0.756944444,0.924208472,1.007980522
182.8,0.399305556,0,0.229166667,0.924208472,1.007980522
182.8,0.760416667,0,0.590277778,0.924208472,1.007980522
182.8,0.875,0,0.690972222,0.924208472,1.007980522
182.8,0.479166667,0,0.270833333,0.924208472,1.007980522
182.8,0.795138889,0,0.586805556,0.924208472,1.007980522
235.8,0.708333333,0,0.552083333,0.924208472,1.007980522
89.98,0.378472222,0,0.322916667,0.817706806,1.007980522
89.98,0.788194444,0,0.732638889,0.817706806,1.007980522
97.8,0.864583333,0,0.756944444,0.817706806,1.007980522
97.8,0.986111111,0,0.84375,0.817706806,1.007980522
97.8,0.944444444,0,0.798611111,0.817706806,1.007980522
97.8,0.944444444,0,0.760416667,0.817706806,1.007980522
117.8,0.402777778,0,0.270833333,0.817706806,1.007980522
117.8,0.871527778,0,0.690972222,0.817706806,1.007980522
133.8,0.673611111,0,0.527777778,0.817706806,1.007980522
167.8,0.760416667,0,0.638888889,0.817706806,1.007980522
167.8,0.809027778,0,0.638888889,0.817706806,1.007980522
217.81,0.493055556,0,0.378472222,0.817706806,1.007980522
144.8,0.774305556,0,0.486111111,1.930958011,1.007980522
144.8,0.934027778,0,0.590277778,1.930958011,1.007980522
164.8,0.559027778,0,0.270833333,1.930958011,1.007980522
199.8,0.847222222,0,0.579861111,1.930958011,1.007980522
220.8,0.548611111,0,0.295138889,1.930958011,1.007980522
220.8,0.486111111,0,0.229166667,1.930958011,1.007980522
220.8,0.954861111,0,0.638888889,1.930958011,1.007980522
220.8,0.746527778,0,0.40625,1.930958011,1.007980522
224.9,0.680555556,0,0.361111111,1.930958011,1.007980522
303.81,0.694444444,0,0.378472222,1.930958011,1.007980522
108.98,0.065972222,0,0.875,1.158928295,1.007980522
128.98,0.503472222,0,0.305555556,1.158928295,1.007980522
136.8,0.034722222,0,0.774305556,1.158928295,1.007980522
171.8,0.6875,0,0.263888889,1.158928295,1.007980522
188.8,0.888888889,0,0.579861111,1.158928295,1.007980522
188.8,0.934027778,0,0.552083333,1.158928295,1.007980522
192.9,0.861111111,0,0.520833333,1.158928295,1.007980522
208.8,0.715277778,0,0.40625,1.158928295,1.007980522
208.8,0.9375,0,0.513888889,1.158928295,1.007980522
235.8,0.493055556,0,0.229166667,1.158928295,1.007980522
235.8,0.961805556,0,0.59375,1.158928295,1.007980522
239.9,0.934027778,0,0.527777778,1.158928295,1.007980522
201.8,0.486111111,0,0.232638889,0.695641737,1.007980522
210,0.729166667,0,0.222222222,0.695641737,1.007980522
