inst#,actual,predicted,error
387,198.8,204.749,5.949
388,148.8,204.749,55.949
389,353.9,204.749,-149.151
390,233.8,204.749,-29.051
391,263.91,204.749,-59.161
392,267.9,204.749,-63.151
393,158.8,204.749,45.949
394,81.8,204.749,122.949
395,186.8,204.749,17.949
396,152.8,204.749,51.949
397,175.8,204.749,28.949
398,310.9,204.749,-106.151
399,148.8,204.749,55.949
400,211.8,204.749,-7.051
401,?,204.749,?
402,155.8,204.749,48.949
403,214.9,204.749,-10.151
404,202.8,204.749,1.949
405,382.9,204.749,-178.151
406,159.8,204.749,44.949
407,115.8,204.749,88.949
408,169.8,204.749,34.949
409,193.8,204.749,10.949
410,293.8,204.749,-89.051
411,139.8,204.749,64.949
412,204.8,204.749,-0.051
413,211.8,204.749,-7.051
414,166.8,204.749,37.949
415,313.8,204.749,-109.051
416,302.9,204.749,-98.151
417,254.5,204.749,-49.751
418,154.8,204.749,49.949
419,267.8,204.749,-63.051
420,208.8,204.749,-4.051
421,184.99,204.749,19.759
422,281,204.749,-76.251
423,262.8,204.749,-58.051
424,192.98,204.749,11.769
425,171.8,204.749,32.949
426,147.8,204.749,56.949
427,331.8,204.749,-127.051
428,249.98,204.749,-45.231
429,136.8,204.749,67.949
430,230.8,204.749,-26.051
431,214.9,204.749,-10.151
432,216.9,204.749,-12.151
433,155.98,204.749,48.769
434,326.8,204.749,-122.051
435,367.3,204.749,-162.551
436,270.8,204.749,-66.051
437,207.8,204.749,-3.051
438,114.8,204.749,89.949
439,163.8,204.749,40.949
440,206.8,204.749,-2.051
441,154.8,204.749,49.949
442,180.8,204.749,23.949
443,199.9,204.749,4.849
444,199.9,204.749,4.849
445,301.9,204.749,-97.151
446,330.3,204.749,-125.551
447,151.8,204.749,52.949
448,172.79,204.749,31.959
449,229.8,204.749,-25.051
450,242.8,204.749,-38.051
451,162.8,204.749,41.949
452,241.8,204.749,-37.051
453,211.8,204.749,-7.051
454,293.9,204.749,-89.151
455,179.8,204.749,24.949
456,250,204.749,-45.251
457,168.8,204.749,35.949
458,191.8,204.749,12.949
459,279.9,204.749,-75.151
460,176.8,204.749,27.949
461,117.3,204.749,87.449
462,197.8,204.749,6.949
463,218.8,204.749,-14.051
464,169.8,204.749,34.949
465,138.8,204.749,65.949
466,301.9,204.749,-97.151
467,170.8,204.749,33.949
468,182.8,204.749,21.949
469,197.98,204.749,6.769
470,159.8,204.749,44.949
471,286.8,204.749,-82.051
472,317,204.749,-112.251
473,181.8,204.749,22.949
474,168.8,204.749,35.949
475,97.8,204.749,106.949
476,298.31,204.749,-93.561
477,177.8,204.749,26.949
478,218.8,204.749,-14.051
479,208.9,204.749,-4.151
480,211.8,204.749,-7.051
481,325.8,204.749,-121.051
482,292.9,204.749,-88.151
483,444.2,204.749,-239.451
484,132.8,204.749,71.949
485,233.8,204.749,-29.051
486,123.8,204.749,80.949
487,203.8,204.749,0.949
488,174.98,204.749,29.769
489,219.8,204.749,-15.051
490,110.8,204.749,93.949
491,316.9,204.749,-112.151
492,322.3,204.749,-117.551
493,171.98,204.749,32.769
494,153.8,204.749,50.949
495,162.8,204.749,41.949
496,135.8,204.749,68.949
497,237.9,204.749,-33.151
498,138.8,204.749,65.949
499,170.8,204.749,33.949
500,217.9,204.749,-13.151
501,284.8,204.749,-80.051
502,181.9,204.749,22.849
503,143.8,204.749,60.949
504,92.98,204.749,111.769
505,199.8,204.749,4.949
506,143.98,204.749,60.769
507,254.8,204.749,-50.051
508,172.79,204.749,31.959
509,?,204.749,?
510,300.8,204.749,-96.051
511,118.8,204.749,85.949
512,170.8,204.749,33.949
513,199.8,204.749,4.949
514,115.8,204.749,88.949
515,144.8,204.749,59.949
516,306.8,204.749,-102.051
517,140.8,204.749,63.949
518,210.9,204.749,-6.151
519,240.9,204.749,-36.151
520,134.3,204.749,70.449
521,264.3,204.749,-59.551
522,233.8,204.749,-29.051
523,309.99,204.749,-105.241
524,223.9,204.749,-19.151
525,223.9,204.749,-19.151
526,190.9,204.749,13.849
527,261.8,204.749,-57.051
528,133.8,204.749,70.949
529,183.97,204.749,20.779
530,363.9,204.749,-159.151
531,202.8,204.749,1.949
532,150.8,204.749,53.949
533,172.79,204.749,31.959
534,165.9,204.749,38.849
535,300.8,204.749,-96.051
536,158.8,204.749,45.949
537,144.8,204.749,59.949
538,191.8,204.749,12.949
539,263.91,204.749,-59.161
540,154.98,204.749,49.769
541,93.98,204.749,110.769
542,208.9,204.749,-4.151
543,190.9,204.749,13.849
544,259.3,204.749,-54.551
545,259.81,204.749,-55.061
546,329.9,204.749,-125.151
547,167.8,204.749,36.949
548,187.8,204.749,16.949
549,154.8,204.749,49.949
550,189.8,204.749,14.949
551,186.8,204.749,17.949
552,209.8,204.749,-5.051
553,239.8,204.749,-35.051
554,293.8,204.749,-89.051
555,170.8,204.749,33.949
556,103.8,204.749,100.949
557,133.89,204.749,70.859
558,181.4,204.749,23.349
559,288.9,204.749,-84.151
560,270.8,204.749,-66.051
561,162.8,204.749,41.949
562,193.8,204.749,10.949
563,199.8,204.749,4.949
564,109.8,204.749,94.949
565,218.8,204.749,-14.051
566,235.8,204.749,-31.051
567,199.8,204.749,4.949
568,263.98,204.749,-59.231
569,188.8,204.749,15.949
570,249.9,204.749,-45.151
571,238.8,204.749,-34.051
572,220,204.749,-15.251
573,320.8,204.749,-116.051
574,211.8,204.749,-7.051
575,91.8,204.749,112.949
576,181.8,204.749,22.949
577,132.8,204.749,71.949
578,352.8,204.749,-148.051
579,211.8,204.749,-7.051
580,179.8,204.749,24.949
581,345.81,204.749,-141.061
582,200.8,204.749,3.949
583,256.8,204.749,-52.051
584,160.3,204.749,44.449
585,189.8,204.749,14.949
586,158.8,204.749,45.949
587,207.8,204.749,-3.051
588,252.8,204.749,-48.051
589,309.9,204.749,-105.151
590,203.9,204.749,0.849
591,214.8,204.749,-10.051
592,126.8,204.749,77.949
593,168.9,204.749,35.849
594,188.8,204.749,15.949
595,199.4,204.749,5.349
596,325.9,204.749,-121.151
597,156.8,204.749,47.949
598,226.8,204.749,-22.051
599,216.81,204.749,-12.061
600,228.8,204.749,-24.051
601,168.98,204.749,35.769
602,174.9,204.749,29.849
603,261.7,204.749,-56.951
604,220.8,204.749,-16.051
605,86.98,204.749,117.769
606,256.9,204.749,-52.151
607,152.98,204.749,51.769
608,119.8,204.749,84.949
609,177.9,204.749,26.849
610,209.8,204.749,-5.051
611,168.8,204.749,35.949
612,186.3,204.749,18.449
613,?,204.749,?
614,146.98,204.749,57.769
615,114.8,204.749,89.949
616,199.8,204.749,4.949
617,112.98,204.749,91.769
618,187.98,204.749,16.769
619,233.9,204.749,-29.151
620,279.9,204.749,-75.151
621,222.9,204.749,-18.151
622,152.9,204.749,51.849
623,310.9,204.749,-106.151
624,425.9,204.749,-221.151
625,265.9,204.749,-61.151
626,123.98,204.749,80.769
627,141.8,204.749,62.949
628,169.8,204.749,34.949
629,266.9,204.749,-62.151
630,190.3,204.749,14.449
631,439.2,204.749,-234.451
632,186.8,204.749,17.949
633,216.9,204.749,-12.151
634,206.8,204.749,-2.051
635,280.8,204.749,-76.051
636,133.89,204.749,70.859
637,327.64,204.749,-122.891
638,113.8,204.749,90.949
639,161.8,204.749,42.949
640,188.9,204.749,15.849
641,95.8,204.749,108.949
642,271.9,204.749,-67.151
643,256.8,204.749,-52.051
644,295,204.749,-90.251
645,178.8,204.749,25.949
646,219.8,204.749,-15.051
647,118.8,204.749,85.949
648,180.9,204.749,23.849
649,121.98,204.749,82.769
650,172.79,204.749,31.959
651,355.1,204.749,-150.351
652,177.8,204.749,26.949
653,339.8,204.749,-135.051
654,297.9,204.749,-93.151
655,179.8,204.749,24.949
656,152.8,204.749,51.949
657,204.9,204.749,-0.151
658,?,204.749,?
659,126.8,204.749,77.949
660,280.8,204.749,-76.051
661,279.14,204.749,-74.391
662,160.8,204.749,43.949
663,328.9,204.749,-124.151
664,212.8,204.749,-8.051
665,138.8,204.749,65.949
666,358.9,204.749,-154.151
667,218.9,204.749,-14.151
668,232,204.749,-27.251
669,345.9,204.749,-141.151
670,231.8,204.749,-27.051
671,223.3,204.749,-18.551
672,242.8,204.749,-38.051
673,215.3,204.749,-10.551
674,126.98,204.749,77.769
675,177.8,204.749,26.949
676,196.8,204.749,7.949
677,233.8,204.749,-29.051
678,221.8,204.749,-17.051
679,178.3,204.749,26.449
680,244,204.749,-39.251
681,357.3,204.749,-152.551
682,269.9,204.749,-65.151
683,102.98,204.749,101.769
684,230.8,204.749,-26.051
685,135.8,204.749,68.949
686,364.9,204.749,-160.151
687,223.8,204.749,-19.051
688,245.8,204.749,-41.051
689,206.9,204.749,-2.151
690,84.98,204.749,119.769
691,169.8,204.749,34.949
692,70.98,204.749,133.769
693,224.8,204.749,-20.051
694,342.24,204.749,-137.491
695,276.9,204.749,-72.151
696,136.3,204.749,68.449
697,342.24,204.749,-137.491
698,199.8,204.749,4.949
699,164.8,204.749,39.949
700,293.9,204.749,-89.151
701,204.9,204.749,-0.151
702,167.8,204.749,36.949
703,129.3,204.749,75.449
704,148.8,204.749,55.949
705,300.8,204.749,-96.051
706,145.3,204.749,59.449
707,165.8,204.749,38.949
708,207.8,204.749,-3.051
709,101.8,204.749,102.949
710,195.8,204.749,8.949
711,192.3,204.749,12.449
712,325.8,204.749,-121.051
713,419.8,204.749,-215.051
714,140.97,204.749,63.779
715,224.8,204.749,-20.051
716,167.9,204.749,36.849
717,202.8,204.749,1.949
718,317.28,204.749,-112.531
719,172.79,204.749,31.959
720,171.9,204.749,32.849
721,172.79,204.749,31.959
722,80.98,204.749,123.769
723,296.8,204.749,-92.051
724,239.8,204.749,-35.051
725,209.3,204.749,-4.551
726,165.8,204.749,38.949
727,206.8,204.749,-2.051
728,?,204.749,?
729,206.9,204.749,-2.151
730,113.98,204.749,90.769
731,138.8,204.749,65.949
732,206.8,204.749,-2.051
733,217.81,204.749,-13.061
734,298.8,204.749,-94.051
735,224.8,204.749,-20.051
736,221.8,204.749,-17.051
737,197.8,204.749,6.949
738,198.8,204.749,5.949
739,221.8,204.749,-17.051
740,226.8,204.749,-22.051
741,365,204.749,-160.251
742,225.8,204.749,-21.051
743,153.8,204.749,50.949
744,285.9,204.749,-81.151
745,139.98,204.749,64.769
746,240.9,204.749,-36.151
747,175.8,204.749,28.949
748,133.3,204.749,71.449
749,211.8,204.749,-7.051
750,222.9,204.749,-18.151
751,141.8,204.749,62.949
752,186.9,204.749,17.849
753,426.9,204.749,-222.151
754,115.8,204.749,88.949
755,157.98,204.749,46.769
756,161.98,204.749,42.769
757,176.8,204.749,27.949
758,168.8,204.749,35.949
759,339.9,204.749,-135.151
760,162.8,204.749,41.949
761,256.8,204.749,-52.051
762,125.8,204.749,78.949
763,233.3,204.749,-28.551
764,227.8,204.749,-23.051
765,?,204.749,?
766,222.8,204.749,-18.051
767,388.65,204.749,-183.901
768,213.31,204.749,-8.561
769,246.8,204.749,-42.051
770,359.11,204.749,-154.361
771,302.81,204.749,-98.061
772,309.9,204.749,-105.151
773,224.8,204.749,-20.051
774,185.8,204.749,18.949
775,196.3,204.749,8.449
776,293.8,204.749,-89.051
777,275,204.749,-70.251
778,192.8,204.749,11.949
779,198.3,204.749,6.449
780,292.9,204.749,-88.151
781,107.98,204.749,96.769
782,208.9,204.749,-4.151
783,313.9,204.749,-109.151
784,62.98,204.749,141.769
785,268.8,204.749,-64.051
786,81.98,204.749,122.769
787,227.99,204.749,-23.241
788,179.8,204.749,24.949
789,131.81,204.749,72.939
790,241.8,204.749,-37.051
791,194.8,204.749,9.949
792,235.8,204.749,-31.051
793,337.8,204.749,-133.051
794,299.9,204.749,-95.151
795,117.98,204.749,86.769
796,248.8,204.749,-44.051
797,151.8,204.749,52.949
798,163.8,204.749,40.949
799,181.8,204.749,22.949
800,244.8,204.749,-40.051
801,252.8,204.749,-48.051
802,205.3,204.749,-0.551
803,217.81,204.749,-13.061
804,240.9,204.749,-36.151
805,157.8,204.749,46.949
806,111.8,204.749,92.949
807,163.8,204.749,40.949
808,153.8,204.749,50.949
809,96.8,204.749,107.949
810,201.9,204.749,2.849
811,225.8,204.749,-21.051
812,340,204.749,-135.251
813,155.8,204.749,48.949
814,172.3,204.749,32.449
815,253.8,204.749,-49.051
816,380.51,204.749,-175.761
817,211.8,204.749,-7.051
818,194.8,204.749,9.949
819,189.8,204.749,14.949
820,178.8,204.749,25.949
