inst#,actual,predicted,error
110,305.89,256.488,-49.402
111,112.8,145.591,32.791
112,187.8,156.28,-31.52
113,401.9,335.768,-66.132
114,238.4,216.698,-21.702
115,213.9,261.942,48.042
116,294.8,219.205,-75.595
117,280.8,214.814,-65.986
118,174.98,136.99,-37.99
119,233.9,171.31,-62.59
120,226.9,281.193,54.293
121,315.9,248.4,-67.5
122,212.9,211.46,-1.44
123,108.8,180.625,71.825
124,246.8,219.639,-27.161
125,292.24,344.799,52.559
126,223.9,240.324,16.424
127,396.9,340.546,-56.354
128,169.8,211.219,41.419
129,165.9,234.644,68.744
130,103.8,164.437,60.637
131,207.8,212.494,4.694
132,208.9,269.149,60.249
133,115.8,138.616,22.816
134,232.8,202.162,-30.638
135,172.79,170.182,-2.608
136,141.99,124.284,-17.706
137,143.98,138.563,-5.417
138,177.8,206.376,28.576
139,201.8,179.325,-22.475
140,380.8,245.382,-135.418
141,245.8,147.736,-98.064
142,148.8,114.39,-34.41
143,223.8,176.86,-46.94
144,201.8,162.343,-39.457
145,170.8,162.233,-8.567
146,166.9,216.124,49.224
147,335.9,344.966,9.066
148,169.9,257.34,87.44
149,152.8,166.634,13.834
150,329.8,325.258,-4.542
151,162.8,155.604,-7.196
152,176.89,170.615,-6.275
153,211.8,185.148,-26.652
154,295.9,280.345,-15.555
155,279.9,274.995,-4.905
156,213.3,258.197,44.897
157,173.9,180.993,7.093
158,236.8,177.062,-59.738
159,178.8,135.249,-43.551
160,318.8,283.069,-35.731
161,174.81,166.784,-8.026
162,213.8,182.421,-31.379
163,322.9,249.564,-73.336
164,170.8,151.655,-19.145
165,126.8,133.48,6.68
166,161.8,173.272,11.472
167,174.98,196.752,21.772
168,216.31,361.165,144.855
169,204.8,151.422,-53.378
170,153.8,187.539,33.739
171,172.79,203.175,30.385
172,202.8,180.701,-22.099
173,230.8,224.81,-5.99
174,110.8,135.86,25.06
175,173.3,210.564,37.264
176,130.81,155.092,24.282
177,102.8,204.812,102.012
178,342.8,259.744,-83.056
179,270.9,295.844,24.944
180,217.81,142.14,-75.67
181,242.9,212.808,-30.092
182,356.3,232.857,-123.443
183,145.98,129.259,-16.721
184,203.8,223.866,20.066
185,175.8,217.432,41.632
186,226.9,275.107,48.207
187,307.8,222.561,-85.239
188,174.81,246.755,71.945
189,139.8,181.157,41.357
190,207.8,208.922,1.122
191,278.8,285.932,7.132
192,62.98,136.723,73.743
193,174.81,197.737,22.927
194,277.8,239.727,-38.073
195,251.8,200.433,-51.367
196,345,285.423,-59.577
197,201.8,126.292,-75.508
198,141.8,175.206,33.406
199,174.81,142.251,-32.559
200,180.8,194.268,13.468
201,229.98,209.567,-20.413
202,146.98,132.817,-14.163
203,347.8,337.591,-10.209
204,221.8,204.851,-16.949
205,221.8,215.753,-6.047
206,203.9,261.223,57.323
207,142.8,158.97,16.17
208,300.9,249.762,-51.138
209,178.8,233.729,54.929
210,242.9,213.853,-29.047
211,260.81,249.656,-11.154
212,78.8,197.565,118.765
213,177.8,171.024,-6.776
214,179.8,178.206,-1.594
215,176.8,227.191,50.391
216,163.98,146.783,-17.197
217,132.8,148.957,16.157
218,165.8,219.495,53.695
219,349.91,305.225,-44.685
220,196.8,237.776,40.976
221,165.8,163.401,-2.399
222,141.8,197.508,55.708
223,275,332.233,57.233
224,164.3,204.161,39.861
225,293.9,268.239,-25.661
226,234.08,273.834,39.754
227,140.8,165.142,24.342
228,284.8,316.489,31.689
229,251.8,185.676,-66.124
230,221.8,212.595,-9.205
231,289.9,287.46,-2.44
232,222.8,237.22,14.42
233,318.8,270.256,-48.544
234,345,309.837,-35.163
235,121.8,191.625,69.825
236,182.98,175.522,-7.458
237,252.8,242.301,-10.499
238,70.98,166.555,95.575
239,178.91,224.007,45.097
240,219.89,215.685,-4.205
241,150.8,248.223,97.423
242,172.79,192.092,19.302
243,162.98,175.98,13
244,179.3,172.378,-6.922
245,168.8,168.062,-0.738
246,120.8,177.94,57.14
247,187.8,162.082,-25.718
248,100.98,106.564,5.584
249,181.9,252.765,70.865
250,?,264.804,?
251,140.9,213.373,72.473
252,195.8,160.384,-35.416
253,213.8,198.169,-15.631
254,86.98,92.587,5.607
255,130.81,177.74,46.93
256,169.8,157.8,-12
257,297.8,235.863,-61.937
258,171.8,180.994,9.194
259,118.9,212.713,93.813
260,218.8,125.366,-93.434
261,240.8,248.648,7.848
262,145.3,138.716,-6.584
263,174.81,218.352,43.542
264,165.8,174.522,8.722
265,102.98,129.549,26.569
266,361.8,267.064,-94.736
267,89.98,115.963,25.983
268,200.8,243.146,42.346
269,138.8,194.861,56.061
270,223.8,200.505,-23.295
271,142.8,139.976,-2.824
272,293.9,304.532,10.632
273,142.8,173.975,31.175
274,123.98,102.041,-21.939
275,215.9,163.059,-52.841
276,205.9,173.531,-32.369
277,267.8,200.974,-66.826
278,266,298.494,32.494
279,150.8,179.641,28.841
280,129.79,206.732,76.942
281,207.9,214.629,6.729
282,164.8,194.363,29.563
283,172.79,200.974,28.184
284,178.8,195.518,16.718
285,331.8,296.444,-35.356
286,182.8,213.871,31.071
287,210.9,194.422,-16.478
288,326.1,309.503,-16.597
289,252.1,265.977,13.877
290,404.1,268.556,-135.544
291,192.8,159.516,-33.284
292,174.98,139.971,-35.009
293,171.68,174.421,2.741
294,86.79,141.882,55.092
295,172.79,170.36,-2.43
296,170.8,207.298,36.498
297,121.98,161.868,39.888
298,193.8,138.447,-55.353
299,144.8,193.252,48.452
300,211.8,187.047,-24.753
301,226.9,212.404,-14.496
302,132.98,130.509,-2.471
303,239.8,222.84,-16.96
304,233.8,229.816,-3.984
305,206.8,207.839,1.039
306,182.8,176.656,-6.144
307,115.8,176.589,60.789
308,187.8,141.891,-45.909
309,212.9,244.559,31.659
310,243.3,243.994,0.694
311,306.41,265.458,-40.952
312,282.9,253.554,-29.346
313,449.13,403.992,-45.138
314,359.9,310.166,-49.734
315,132.8,198.563,65.763
316,259.9,200.355,-59.545
317,141.8,176.079,34.279
318,187.9,197.784,9.884
319,181.9,202.395,20.495
320,309.3,246.047,-63.253
321,186.8,185.184,-1.616
322,220.8,172.545,-48.255
323,148.8,189.088,40.288
324,201.8,198.786,-3.014
325,186.8,213.363,26.563
326,123.3,173.273,49.973
327,151.8,184.464,32.664
328,?,212.009,?
329,230.8,232.206,1.406
330,243.9,308.909,65.009
331,293.3,276.339,-16.961
332,284,282.909,-1.091
333,146.3,155.294,8.994
334,295.8,251.713,-44.087
335,229.8,173.924,-55.876
336,186.8,183.563,-3.237
337,341.8,284.473,-57.327
338,189.3,162.09,-27.21
339,153.8,179.15,25.35
340,283.9,231.868,-52.032
341,336.8,235.047,-101.753
342,207.8,171.758,-36.042
343,99.99,109.338,9.348
344,171.8,169.116,-2.684
345,156.8,221.823,65.023
346,192.8,173.788,-19.012
347,?,302.38,?
348,301.79,239.114,-62.676
349,225.01,263.905,38.895
350,212.9,217.871,4.971
351,380.9,410.09,29.19
352,270.8,226.659,-44.141
353,271.9,246.416,-25.484
354,145.8,127.659,-18.141
355,189.8,150.821,-38.979
356,291.8,234.809,-56.991
357,264.91,244.35,-20.56
358,251.72,242.637,-9.083
359,281.9,291.894,9.994
360,217.81,255.156,37.346
361,198.8,218.523,19.723
362,255.8,211.354,-44.446
363,186.8,127.533,-59.267
364,139.8,171.975,32.175
365,269.8,221.735,-48.065
366,305.49,257.044,-48.446
367,174.3,204.341,30.041
368,264.98,243.425,-21.555
369,297.9,245.501,-52.399
370,68.98,109.109,40.129
371,141.8,177.821,36.021
372,301.79,267.575,-34.215
373,245.74,260.18,14.44
374,337.8,270.131,-67.669
375,189.9,179.082,-10.818
376,196.8,243.135,46.335
377,172.3,130.899,-41.401
378,204.9,209.05,4.15
379,297.8,265.628,-32.172
380,127.8,169.628,41.828
381,157.8,190.266,32.466
382,200.8,175.776,-25.024
383,313.9,328.22,14.32
384,299.9,272.03,-27.87
385,170.8,190.024,19.224
386,213.9,243,29.1
387,211.8,208.967,-2.833
388,115.98,156.417,40.437
389,121.8,159.807,38.007
390,279.8,208.977,-70.823
391,183.8,192.911,9.111
392,183.9,254.998,71.098
393,221.8,162.863,-58.937
394,180.8,184.525,3.725
395,196.3,217.766,21.466
396,219.8,203.228,-16.572
397,181.4,154.776,-26.624
398,208.3,136.965,-71.335
399,93.8,140.253,46.453
400,102.98,117.578,14.598
401,140.97,148.688,7.718
402,187.9,212.363,24.463
403,218.8,202.381,-16.419
404,220.8,171.71,-49.09
405,217.81,213.569,-4.241
406,283.8,230.454,-53.346
407,165.8,162.425,-3.375
408,128.8,187.015,58.215
409,194.8,152.795,-42.005
410,335.9,341.54,5.64
411,219.8,296.85,77.05
412,283.93,342.568,58.638
413,205.9,214.491,8.591
414,172.79,170.553,-2.237
415,240.9,287.757,46.857
416,265.24,275.577,10.337
417,169.3,277.872,108.572
418,200.8,164.058,-36.742
419,181.8,218.458,36.658
420,114.3,166.423,52.123
421,240.3,188.87,-51.43
422,227.3,206.04,-21.26
423,185.9,296.555,110.655
424,253.98,141.197,-112.783
425,217.81,198.561,-19.249
426,?,317.325,?
427,150.8,169.719,18.919
428,197.8,253.689,55.889
429,56.99,86.96,29.97
430,211.8,196.52,-15.28
431,204.8,273.119,68.319
432,210.3,244.449,34.149
433,104.8,194.892,90.092
434,274,263.108,-10.892
435,165.8,136.856,-28.944
436,146.98,153.359,6.379
437,233.8,195.381,-38.419
438,214.8,212.662,-2.138
439,305.1,300.459,-4.641
440,172.79,126.872,-45.918
441,318.8,262.663,-56.137
442,188.9,139.646,-49.254
443,152.8,135.367,-17.433
444,106.8,168.725,61.925
445,211.8,206.453,-5.347
446,328.8,237.184,-91.616
447,415.9,370.136,-45.764
448,177.98,146.488,-31.492
449,135.8,242.597,106.797
450,134.3,169.402,35.102
451,143.98,129.844,-14.136
452,160.8,150.934,-9.866
453,255.9,304.596,48.696
454,205.9,222.935,17.035
455,201.8,241.109,39.309
456,225.8,180.197,-45.603
457,143.9,181.833,37.933
458,252.8,238.437,-14.363
459,231.9,297.363,65.463
460,224.9,212.411,-12.489
461,110.3,146.758,36.458
462,148.8,137.781,-11.019
463,101.8,198.819,97.019
464,70.98,108.354,37.374
465,215.79,190.559,-25.231
466,352.8,281.46,-71.34
467,161.8,110.552,-51.248
468,127.98,138.138,10.158
469,311.01,251.186,-59.824
470,221.8,194.975,-26.825
471,191.98,207.463,15.483
472,107.8,184.104,76.304
473,215.9,235.124,19.224
474,205.8,207.826,2.026
475,180.9,260.021,79.121
476,226.4,248.277,21.877
477,185.9,280.642,94.742
478,217.81,255.91,38.1
479,186.8,145.38,-41.42
480,106.8,132.548,25.748
481,250.8,211.21,-39.59
482,168.4,203.177,34.777
483,297.9,242.412,-55.488
484,185.8,216.766,30.966
485,163.8,174.946,11.146
486,388.65,376.788,-11.862
487,166.8,183.303,16.503
488,169.8,176.665,6.865
489,162.98,173.389,10.409
490,206.8,222.098,15.298
491,171.8,206.387,34.587
492,195.8,235.34,39.54
493,191.9,185.778,-6.122
494,212.31,197.867,-14.443
495,176.89,263.81,86.92
496,226.8,228.305,1.505
497,233.8,224.61,-9.19
498,194.8,221.982,27.182
499,214.8,205.661,-9.139
500,215.31,220.854,5.544
501,290.9,326.805,35.905
502,189.8,156.302,-33.498
503,203.8,251.004,47.204
504,397.61,311.522,-86.088
505,177.3,155.94,-21.36
506,235.9,229.404,-6.496
507,268.9,225.675,-43.225
508,153.8,205.579,51.779
509,161.3,188.623,27.323
510,271.3,213.631,-57.669
511,266.8,198.793,-68.007
512,223.9,206.682,-17.218
513,247.3,216.228,-31.072
514,238.8,215.927,-22.873
515,227.8,251.513,23.713
516,111.8,150.929,39.129
517,165.3,230.38,65.08
518,405.9,303.353,-102.547
519,189.8,193.879,4.079
520,218.8,186.844,-31.956
521,89.8,151.526,61.726
522,76.3,192.711,116.411
523,167.8,174.877,7.077
524,188.3,170.602,-17.698
525,248.8,224.04,-24.76
526,255.4,281.103,25.703
527,277.8,268.251,-9.549
528,191.9,239.151,47.251
529,106.8,171.788,64.988
530,176.8,145.018,-31.782
531,312.01,255.044,-56.966
532,189.8,217.196,27.396
533,149.8,194.669,44.869
534,293.8,234.513,-59.287
535,149.8,153.718,3.918
536,251.8,168.759,-83.041
537,216.81,205.038,-11.772
538,260.81,189.304,-71.506
539,297.8,219.419,-78.381
540,262.89,230.1,-32.79
541,172.79,164.224,-8.566
542,196.8,176.135,-20.665
543,60.98,105.049,44.069
544,210.8,235.786,24.986
545,233.9,202.622,-31.278
546,177.8,178.259,0.459
547,326.8,260.953,-65.847
548,234.3,197.759,-36.541
549,255.8,209.607,-46.193
550,156.8,135.995,-20.805
551,118.3,138.079,19.779
552,183.8,240.703,56.903
553,344.9,270.627,-74.273
554,201.8,167.839,-33.961
555,225.9,233.741,7.841
556,231.8,213.3,-18.5
557,206.8,257.407,50.607
558,141.8,187.305,45.505
559,302.9,316.201,13.301
560,363.9,273.56,-90.34
561,201.56,210.581,9.021
562,233.8,241.122,7.322
563,115.8,164.912,49.112
564,353.8,285.972,-67.828
565,216.81,215.395,-1.415
566,304.8,235.388,-69.412
567,229.98,204.4,-25.58
568,291.9,197.731,-94.169
569,214.8,217.694,2.894
570,207.8,222.415,14.615
571,162.8,231.638,68.838
572,182.8,182.329,-0.471
573,202.88,232.723,29.843
574,181.8,214.632,32.832
575,215.9,181.389,-34.511
576,78.98,140.313,61.333
577,203.8,185.401,-18.399
578,177.9,191.084,13.184
579,216.81,203.024,-13.786
580,248.8,188.455,-60.345
581,225.9,235.628,9.728
582,272.4,264.208,-8.192
583,369.8,284.038,-85.762
584,326.8,265.827,-60.973
585,368.5,254.158,-114.342
586,153.8,175.147,21.347
587,322,312.737,-9.263
588,201.8,218.352,16.552
589,147.8,186.588,38.788
590,140.8,120.343,-20.457
591,125.8,175.366,49.566
592,126.8,147.466,20.666
593,129.79,156.152,26.362
594,70.98,96.706,25.726
595,359.11,276.929,-82.181
596,109.98,121.215,11.235
597,196.8,132.006,-64.794
598,239.9,283.802,43.902
599,107.98,133.48,25.5
600,222.8,199.323,-23.477
601,155.9,188.315,32.415
602,135.8,161.136,25.336
603,172.79,176.145,3.355
604,173.9,176.121,2.221
605,305.89,239.782,-66.108
606,140.8,156.901,16.101
607,135.91,158.956,23.046
608,222.8,220.965,-1.835
609,217.81,188.823,-28.987
610,133.8,145.48,11.68
611,252.8,239.641,-13.159
612,197.8,182.289,-15.511
613,194.8,211.647,16.847
614,263.4,224.115,-39.285
615,189.8,184.095,-5.705
616,255.9,172.453,-83.447
617,211.29,188.143,-23.147
618,193.8,161.562,-32.238
619,431.1,391.409,-39.691
620,187.8,145.853,-41.947
621,153.8,253.435,99.635
622,193.4,163.029,-30.371
623,254.84,271.111,16.271
624,223.8,177.729,-46.071
625,216.81,178.139,-38.671
626,165.98,169.618,3.638
627,200.8,196.55,-4.25
628,212.8,226.893,14.093
629,?,293.278,?
630,118.8,154.629,35.829
631,101.98,129.711,27.731
632,247.8,276.286,28.486
633,306.91,269.342,-37.568
634,178.8,224.869,46.069
635,227.9,259.128,31.228
636,182.8,184.809,2.009
637,152.8,139.141,-13.659
638,205.3,210.81,5.51
639,241.8,212.601,-29.199
640,213.8,195.394,-18.406
641,261.8,241.034,-20.766
642,292.9,225.731,-67.169
643,187.8,205.661,17.861
644,186.8,186.585,-0.215
645,159.3,171.763,12.463
646,214.8,240.554,25.754
647,?,227.464,?
648,183.8,187.29,3.49
649,172.9,201.929,29.029
650,273.9,301.341,27.441
651,184.9,252.813,67.913
652,196.9,184.001,-12.899
653,169.8,156.325,-13.475
654,179.8,194.364,14.564
655,176.8,148.31,-28.49
656,192.8,198.337,5.537
657,338.5,288.565,-49.935
658,123.8,169.823,46.023
659,173.81,157.601,-16.209
660,?,327.539,?
661,160.8,122.456,-38.344
662,121.8,168.261,46.461
663,348.89,319.682,-29.208
664,319.9,232.625,-87.275
665,173.81,148.281,-25.529
666,421.8,286.92,-134.88
667,261.9,259.813,-2.087
668,116.3,144.918,28.618
669,206.8,218.189,11.389
670,279.8,207.598,-72.202
671,260.51,272.006,11.496
672,259.81,240.977,-18.833
673,144.8,175.589,30.789
674,306.8,217.788,-89.012
675,207.8,215.602,7.802
676,177.8,132.952,-44.848
677,186.8,224.296,37.496
678,139.8,142.075,2.275
679,147.3,135.023,-12.277
680,140.8,178.878,38.078
681,171.4,186.336,14.936
682,129.79,151.074,21.284
683,181.9,227.327,45.427
684,151.8,237.864,86.064
685,452.1,438.712,-13.388
686,116.8,169.228,52.428
687,203.9,196.593,-7.307
688,152.8,207.781,54.981
689,286.9,218.965,-67.935
690,179.8,106.928,-72.872
691,155.9,218.267,62.367
692,161.8,207.339,45.539
693,250.8,215.042,-35.758
694,172.79,173.618,0.828
695,117.98,93.679,-24.301
696,366.9,314.464,-52.436
697,166.9,226.64,59.74
698,211.8,214.526,2.726
699,293.8,237.611,-56.189
700,173.81,176.915,3.105
701,222.3,216.366,-5.934
702,285.8,215.464,-70.336
703,245.8,227.116,-18.684
704,100.8,210.801,110.001
705,153.8,160.592,6.792
706,139.8,154.13,14.33
707,166.3,168.614,2.314
708,312.01,305.183,-6.827
709,171.9,199.533,27.633
710,201.8,155.576,-46.224
711,328.9,218.956,-109.944
712,235.8,213.48,-22.32
713,144.9,200.142,55.242
714,150.8,187.32,36.52
715,210.8,152.301,-58.499
716,123.8,132.349,8.549
717,301.79,271.95,-29.84
718,139.3,214.969,75.669
719,157.98,113.571,-44.409
720,178.8,171.694,-7.106
721,116.8,184.21,67.41
722,174.81,165.124,-9.686
723,225.8,238.938,13.138
724,77.3,181.531,104.231
725,167.8,181.633,13.833
726,292,293.602,1.602
727,154.8,215.663,60.863
728,199.48,217.121,17.641
729,139.98,154.475,14.495
730,221.9,169.728,-52.172
731,188.3,152.591,-35.709
732,285.8,183.441,-102.359
733,352.99,305.183,-47.807
734,195,200.207,5.207
735,201.8,178.72,-23.08
736,324.8,272.998,-51.802
737,246.3,219.42,-26.88
738,401.8,309.637,-92.163
739,172.79,184.591,11.801
740,214.8,262.599,47.799
741,277.8,268.736,-9.064
742,225.9,227.897,1.997
743,209.8,141.027,-68.773
744,169.9,176.67,6.77
745,161.8,138.147,-23.653
746,222.9,236.684,13.784
747,315.8,242.073,-73.727
748,207.3,232.654,25.354
749,170.3,156.216,-14.084
750,158.98,136.19,-22.79
751,227.8,181.476,-46.324
752,181.8,205.872,24.072
753,289.8,218.405,-71.395
754,194.8,178.645,-16.155
755,175.3,140.455,-34.845
756,186.3,229.976,43.676
757,183.8,220.281,36.481
758,171.8,226.985,55.185
759,303.9,278.559,-25.341
760,156.8,163.284,6.484
761,190.8,200.968,10.168
762,123.98,132.865,8.885
763,201.8,213.76,11.96
764,207.8,210.489,2.689
765,184.8,156.3,-28.5
766,279.9,255.937,-23.963
767,113.98,99.609,-14.371
768,180.8,196.601,15.801
769,203.9,212.342,8.442
770,224.8,194.546,-30.254
771,173.9,188.376,14.476
772,278.9,224.813,-54.087
773,126.8,160.51,33.71
774,151.8,182.492,30.692
775,219.89,260.079,40.189
776,205.8,166.376,-39.424
777,127.8,164.499,36.699
778,170.8,135.3,-35.5
779,189.8,164.277,-25.523
780,159.8,204.78,44.98
781,153.8,186.573,32.773
782,252.8,260.314,7.514
783,163.98,180.628,16.648
784,192.9,195.557,2.657
785,182.8,201.922,19.122
786,202.9,227.743,24.843
787,160.8,209.167,48.367
788,182.8,186.581,3.781
789,169.8,147.601,-22.199
790,275.8,261.3,-14.5
791,222.8,184.428,-38.372
792,201.8,166.779,-35.021
793,138.8,217.629,78.829
794,162.8,146.545,-16.255
795,319.33,343.788,24.458
796,143.9,141.847,-2.053
797,478.91,324.703,-154.207
798,122.8,179.559,56.759
799,211.8,154.287,-57.513
800,219.8,200.009,-19.791
801,221.8,213.485,-8.315
802,139.8,202.908,63.108
803,?,237.417,?
804,243.2,316.425,73.225
805,332.9,306.31,-26.59
806,116.8,164.214,47.414
807,161.8,190.51,28.71
808,277.4,278.472,1.072
809,?,344.889,?
810,297.8,263.329,-34.471
811,206.8,252.193,45.393
812,251.9,268.398,16.498
813,250,279.086,29.086
814,175.8,183.218,7.418
815,143.8,199.219,55.419
816,197.8,196.151,-1.649
817,155.98,140.205,-15.775
818,209.8,176.943,-32.857
819,68.98,115.685,46.705
820,200.3,227.705,27.405
821,265.8,254.857,-10.943
822,229.8,200.119,-29.681
823,146.8,141.144,-5.656
824,164.3,188.322,24.022
825,111.8,194.918,83.118
826,177.8,163.907,-13.893
827,225.8,250.812,25.012
828,70.98,148.34,77.36
829,187.8,191.441,3.641
830,193.8,211.949,18.149
831,?,362.831,?
832,111.8,141.194,29.394
833,109.8,170.583,60.783
834,176.8,235.031,58.231
835,225.9,172.611,-53.289
836,202.3,152.705,-49.595
837,280.9,281.265,0.365
838,176.89,267.271,90.381
839,272.9,269.093,-3.807
840,221.8,205.629,-16.171
841,115.8,163.356,47.556
842,329.9,272.351,-57.549
843,239.8,260.029,20.229
844,243.9,256.414,12.514
845,191.8,258.499,66.699
846,170.8,176.898,6.098
847,247.9,274.144,26.244
848,124.8,152.223,27.423
849,138.8,130.56,-8.24
850,172.79,171.578,-1.212
851,206.8,202.284,-4.516
852,192.8,230.014,37.214
853,202.8,191.406,-11.394
854,163.8,175.004,11.204
855,195.8,215.015,19.215
856,181.8,174.639,-7.161
857,305.8,249.483,-56.317
858,185.9,187.406,1.506
859,127.98,93.727,-34.253
860,170.8,138.912,-31.888
861,231.9,245.93,14.03
862,186.8,214.813,28.013
863,222.8,195.032,-27.768
864,160.8,166.403,5.603
865,106.8,159.107,52.307
866,110.98,118.153,7.173
867,72.98,120.707,47.727
868,180.3,146.78,-33.52
869,181.8,192.557,10.757
870,269.8,222.44,-47.36
871,107.98,96.918,-11.062
872,185.8,171.983,-13.817
873,293.2,268.903,-24.297
874,156.8,196.468,39.668
875,142.8,196.372,53.572
876,?,465.887,?
877,258.9,213.717,-45.183
878,87.98,128.564,40.584
879,232.3,222.766,-9.534
880,?,372.275,?
881,126.8,149.562,22.762
882,278.9,206.988,-71.912
883,248.8,225.626,-23.174
884,229.8,176.315,-53.485
885,194.9,201.5,6.6
886,200.9,241.704,40.804
887,220.8,155.836,-64.964
888,341.1,275.095,-66.005
889,174.81,200.682,25.872
890,268.8,261.553,-7.247
891,227.8,233.483,5.683
892,187.8,188.158,0.358
893,226.8,157.856,-68.944
894,158.98,145.763,-13.217
895,207.8,218.398,10.598
896,202.8,181.872,-20.928
897,187.8,159.262,-28.538
898,307.14,288.196,-18.944
899,200.8,191.851,-8.949
900,170.8,192.352,21.552
901,167.4,237.669,70.269
902,116.8,186.082,69.282
903,210.8,246.602,35.802
904,135.8,148.711,12.911
905,372.24,336.935,-35.305
906,221.8,227.438,5.638
907,177.8,153.939,-23.861
908,205.8,184.033,-21.767
909,106.8,121.281,14.481
910,112.3,168.922,56.622
911,187.8,198.671,10.871
912,142.99,128.833,-14.157
913,338.3,208.44,-129.86
914,213.9,230.438,16.538
915,188.8,206.531,17.731
916,211.8,256.822,45.022
917,207.8,266.731,58.931
918,148.8,160.443,11.643
919,222.3,201.744,-20.556
920,297,340.25,43.25
921,214.8,217.345,2.545
922,240.28,291.254,50.974
923,142.8,180.343,37.543
924,203.3,201.16,-2.14
925,173.9,194.086,20.186
926,244.8,193.773,-51.027
927,218.8,175.926,-42.874
928,182.08,185.12,3.04
929,257.8,238.501,-19.299
930,165.8,176.143,10.343
931,146.8,161.579,14.779
932,149.98,108.554,-41.426
933,179.8,151.052,-28.748
934,93.3,129.749,36.449
935,167.3,158.664,-8.636
936,218.9,195.862,-23.038
937,213.9,195.458,-18.442
938,289.8,257.658,-32.142
939,116.8,182.669,65.869
940,215.9,279.821,63.921
941,288.4,279.36,-9.04
942,249.8,229.516,-20.284
943,138.8,154.18,15.38
944,173.81,153.08,-20.73
945,112.9,209.462,96.562
946,140.8,182.526,41.726
947,206.8,175.183,-31.617
948,152.8,213.616,60.816
949,246.8,201.653,-45.147
950,275.64,270.116,-5.524
951,440.8,258.316,-182.484
952,252.8,181.527,-71.273
953,176.8,181.602,4.802
954,100.8,148.382,47.582
955,260.9,275.699,14.799
956,229.8,225.688,-4.112
957,339.8,312.101,-27.699
958,277.8,206.12,-71.68
959,190.9,221.884,30.984
960,269.8,272.784,2.984
961,182.8,159.94,-22.86
962,199.8,240.686,40.886
963,273.8,260.716,-13.084
964,299.9,255.405,-44.495
965,100.98,126.19,25.21
966,140.8,127.938,-12.862
967,182.3,176.136,-6.164
968,164.3,178.694,14.394
969,120.8,158.254,37.454
970,?,175.912,?
971,259,265.306,6.306
