inst#,actual,predicted,error
454,293.9,206.969,-86.931
455,179.8,200.934,21.134
456,250,186.75,-63.25
457,168.8,246.966,78.166
458,191.8,218.494,26.694
459,279.9,234.328,-45.572
460,176.8,209.243,32.443
461,117.3,177.5,60.2
462,197.8,221.153,23.353
463,218.8,237.715,18.915
464,169.8,186.75,16.95
465,138.8,177.5,38.7
466,301.9,191.684,-110.216
467,170.8,177.5,6.7
468,182.8,177.5,-5.3
469,197.98,189.024,-8.956
470,159.8,236.118,76.318
471,286.8,198.275,-88.525
472,317,206.969,-110.031
473,181.8,203.208,21.408
474,168.8,189.024,20.224
475,97.8,198.275,100.475
476,298.31,200.934,-97.376
477,177.8,177.5,-0.3
478,218.8,177.5,-41.3
479,208.9,177.5,-31.4
480,211.8,177.5,-34.3
481,325.8,226.867,-98.933
482,292.9,234.328,-58.572
483,444.2,242.839,-201.361
484,132.8,206.969,74.169
485,233.8,191.684,-42.116
486,123.8,223.531,99.731
487,203.8,177.5,-26.3
488,174.98,177.5,2.52
489,219.8,222.62,2.82
490,110.8,189.024,78.224
491,316.9,198.275,-118.625
492,322.3,203.208,-119.092
493,171.98,189.024,17.044
494,153.8,189.024,35.224
495,162.8,177.5,14.7
496,135.8,186.75,50.95
497,237.9,254.547,16.647
498,138.8,177.5,38.7
499,170.8,177.5,6.7
500,217.9,224.894,6.994
501,284.8,177.5,-107.3
502,181.9,237.715,55.815
503,143.8,189.024,45.224
504,92.98,189.024,96.044
505,199.8,206.969,7.169
506,143.98,189.024,45.044
507,254.8,209.243,-45.557
508,172.79,177.5,4.71
509,?,246.966,?
510,300.8,224.894,-75.906
511,118.8,191.684,72.884
512,170.8,177.5,6.7
513,199.8,215.342,15.542
514,115.8,189.024,73.224
515,144.8,246.966,102.166
516,306.8,209.243,-97.557
517,140.8,177.5,36.7
518,210.9,226.19,15.29
519,240.9,212.459,-28.441
520,134.3,232.678,98.378
521,264.3,177.5,-86.8
522,233.8,215.342,-18.458
523,309.99,232.678,-77.312
524,223.9,249.82,25.92
525,223.9,212.459,-11.441
526,190.9,177.5,-13.4
527,261.8,237.715,-24.085
528,133.8,186.75,52.95
529,183.97,197.719,13.749
530,363.9,245.853,-118.047
531,202.8,177.5,-25.3
532,150.8,186.75,35.95
533,172.79,212.459,39.669
534,165.9,177.5,11.6
535,300.8,224.894,-75.906
536,158.8,189.024,30.224
537,144.8,212.459,67.659
538,191.8,234.145,42.345
539,263.91,206.969,-56.941
540,154.98,177.5,22.52
541,93.98,177.5,83.52
542,208.9,198.275,-10.625
543,190.9,203.208,12.308
544,259.3,177.5,-81.8
545,259.81,254.364,-5.446
546,329.9,266.071,-63.829
547,167.8,226.867,59.067
548,187.8,218.494,30.694
549,154.8,189.024,34.224
550,189.8,203.208,13.408
551,186.8,177.5,-9.3
552,209.8,186.75,-23.05
553,239.8,189.024,-50.776
554,293.8,254.364,-39.436
555,170.8,224.593,53.793
556,103.8,177.5,73.7
557,133.89,200.934,67.044
558,181.4,186.75,5.35
559,288.9,206.969,-81.931
560,270.8,189.024,-81.776
561,162.8,189.024,26.224
562,193.8,189.024,-4.776
563,199.8,238.03,38.23
564,109.8,186.75,76.95
565,218.8,177.5,-41.3
566,235.8,198.275,-37.525
567,199.8,186.75,-13.05
568,263.98,198.275,-65.705
569,188.8,189.024,0.224
570,249.9,198.275,-51.625
571,238.8,177.5,-61.3
572,220,212.459,-7.541
573,320.8,177.5,-143.3
574,211.8,206.969,-4.831
575,91.8,209.243,117.443
576,181.8,206.969,25.169
577,132.8,186.75,53.95
578,352.8,218.494,-134.306
579,211.8,203.208,-8.592
580,179.8,213.37,33.57
581,345.81,200.934,-144.876
582,200.8,189.024,-11.776
583,256.8,209.243,-47.557
584,160.3,191.684,31.384
585,189.8,206.969,17.169
586,158.8,177.5,18.7
587,207.8,200.934,-6.866
588,252.8,189.024,-63.776
589,309.9,186.75,-123.15
590,203.9,212.459,8.559
591,214.8,218.494,3.694
592,126.8,206.969,80.169
593,168.9,198.275,29.375
594,188.8,218.494,29.694
595,199.4,248.512,49.112
596,325.9,296.992,-28.908
597,156.8,189.024,32.224
598,226.8,198.275,-28.525
599,216.81,212.459,-4.351
600,228.8,238.777,9.977
601,168.98,177.5,8.52
602,174.9,186.75,11.85
603,261.7,280.255,18.555
604,220.8,198.275,-22.525
605,86.98,206.969,119.989
606,256.9,177.5,-79.4
607,152.98,177.5,24.52
608,119.8,212.006,92.206
609,177.9,249.82,71.92
610,209.8,238.03,28.23
611,168.8,177.5,8.7
612,186.3,198.275,11.975
613,?,191.684,?
614,146.98,189.024,42.044
615,114.8,224.593,109.793
616,199.8,237.715,37.915
617,112.98,177.5,64.52
618,187.98,209.243,21.263
619,233.9,198.275,-35.625
620,279.9,218.494,-61.406
621,222.9,191.684,-31.216
622,152.9,191.684,38.784
623,310.9,177.5,-133.4
624,425.9,215.342,-210.558
625,265.9,206.969,-58.931
626,123.98,218.494,94.514
627,141.8,212.459,70.659
628,169.8,203.208,33.408
629,266.9,218.494,-48.406
630,190.3,177.5,-12.8
631,439.2,263.182,-176.018
632,186.8,198.275,11.475
633,216.9,249.82,32.92
634,206.8,267.185,60.385
635,280.8,218.494,-62.306
636,133.89,200.934,67.044
637,327.64,249.82,-77.82
638,113.8,177.5,63.7
639,161.8,218.494,56.694
640,188.9,206.969,18.069
641,95.8,236.602,140.802
642,271.9,218.494,-53.406
643,256.8,222.62,-34.18
644,295,275.558,-19.442
645,178.8,186.75,7.95
646,219.8,203.208,-16.592
647,118.8,189.024,70.224
648,180.9,238.777,57.877
649,121.98,189.024,67.044
650,172.79,189.024,16.234
651,355.1,211.903,-143.197
652,177.8,206.969,29.169
653,339.8,177.5,-162.3
654,297.9,177.5,-120.4
655,179.8,218.494,38.694
656,152.8,177.5,24.7
657,204.9,212.006,7.106
658,?,200.934,?
659,126.8,200.934,74.134
660,280.8,191.684,-89.116
661,279.14,249.82,-29.32
662,160.8,246.966,86.166
663,328.9,209.243,-119.657
664,212.8,186.75,-26.05
665,138.8,234.328,95.528
666,358.9,203.208,-155.692
667,218.9,203.208,-15.692
668,232,198.275,-33.725
669,345.9,224.894,-121.006
670,231.8,189.024,-42.776
671,223.3,177.5,-45.8
672,242.8,232.782,-10.018
673,215.3,218.494,3.194
674,126.98,189.024,62.044
675,177.8,189.024,11.224
676,196.8,203.208,6.408
677,233.8,232.678,-1.122
678,221.8,177.5,-44.3
679,178.3,177.5,-0.8
680,244,203.208,-40.792
681,357.3,191.684,-165.616
682,269.9,254.547,-15.353
683,102.98,189.024,86.044
684,230.8,189.024,-41.776
685,135.8,212.459,76.659
686,364.9,191.684,-173.216
687,223.8,218.494,-5.306
688,245.8,189.024,-56.776
689,206.9,186.75,-20.15
690,84.98,177.5,92.52
691,169.8,197.719,27.919
692,70.98,223.531,152.551
693,224.8,290.843,66.043
694,342.24,351.139,8.899
695,276.9,206.969,-69.931
696,136.3,203.208,66.908
697,342.24,351.139,8.899
698,199.8,224.894,25.094
699,164.8,177.5,12.7
700,293.9,186.75,-107.15
701,204.9,206.969,2.069
702,167.8,186.75,18.95
703,129.3,239.261,109.961
704,148.8,186.75,37.95
705,300.8,221.153,-79.647
706,145.3,236.602,91.302
707,165.8,177.5,11.7
708,207.8,212.459,4.659
709,101.8,200.934,99.134
710,195.8,186.75,-9.05
711,192.3,206.969,14.669
712,325.8,189.024,-136.776
713,419.8,223.531,-196.269
714,140.97,206.969,65.999
715,224.8,198.275,-26.525
716,167.9,189.024,21.124
717,202.8,243.75,40.95
718,317.28,259.071,-58.209
719,172.79,270.624,97.834
720,171.9,249.82,77.92
721,172.79,186.75,13.96
722,80.98,189.024,108.044
723,296.8,191.684,-105.116
724,239.8,191.684,-48.116
725,209.3,226.867,17.567
726,165.8,197.719,31.919
727,206.8,189.024,-17.776
728,?,191.684,?
729,206.9,198.275,-8.625
730,113.98,177.5,63.52
731,138.8,198.275,59.475
732,206.8,206.969,0.169
733,217.81,189.024,-28.786
734,298.8,254.364,-44.436
735,224.8,197.719,-27.081
736,221.8,206.969,-14.831
737,197.8,212.459,14.659
738,198.8,223.427,24.627
739,221.8,198.275,-23.525
740,226.8,234.145,7.345
741,365,177.5,-187.5
742,225.8,206.969,-18.831
743,153.8,198.275,44.475
744,285.9,198.275,-87.625
745,139.98,177.5,37.52
746,240.9,189.024,-51.876
747,175.8,189.024,13.224
748,133.3,203.208,69.908
749,211.8,191.684,-20.116
750,222.9,206.969,-15.931
751,141.8,186.75,44.95
752,186.9,203.208,16.308
753,426.9,177.5,-249.4
754,115.8,222.62,106.82
755,157.98,189.024,31.044
756,161.98,189.024,27.044
757,176.8,206.969,30.169
758,168.8,198.275,29.475
759,339.9,218.494,-121.406
760,162.8,186.75,23.95
761,256.8,226.867,-29.933
762,125.8,186.75,60.95
763,233.3,223.531,-9.769
764,227.8,198.275,-29.525
765,?,259.071,?
766,222.8,224.593,1.793
767,388.65,266.071,-122.579
768,213.31,189.024,-24.286
769,246.8,198.275,-48.525
770,359.11,206.969,-152.141
771,302.81,236.118,-66.692
772,309.9,191.684,-118.216
773,224.8,186.75,-38.05
774,185.8,206.969,21.169
775,196.3,177.5,-18.8
776,293.8,198.275,-95.525
777,275,198.275,-76.725
778,192.8,198.275,5.475
779,198.3,177.5,-20.8
780,292.9,249.82,-43.08
781,107.98,189.024,81.044
782,208.9,218.494,9.594
783,313.9,249.82,-64.08
784,62.98,189.024,126.044
785,268.8,238.03,-30.77
786,81.98,177.5,95.52
787,227.99,186.75,-41.24
788,179.8,203.208,23.408
789,131.81,189.024,57.214
790,241.8,206.969,-34.831
791,194.8,177.5,-17.3
792,235.8,186.75,-49.05
793,337.8,267.185,-70.615
794,299.9,218.494,-81.406
795,117.98,222.62,104.64
796,248.8,223.531,-25.269
797,151.8,245.853,94.053
798,163.8,177.5,13.7
799,181.8,232.678,50.878
800,244.8,186.75,-58.05
801,252.8,203.208,-49.592
802,205.3,206.969,1.669
803,217.81,242.839,25.029
804,240.9,177.5,-63.4
805,157.8,177.5,19.7
806,111.8,189.024,77.224
807,163.8,189.024,25.224
808,153.8,212.006,58.206
809,96.8,198.262,101.462
810,201.9,212.459,10.559
811,225.8,197.719,-28.081
812,340,200.934,-139.066
813,155.8,177.5,21.7
814,172.3,177.5,5.2
815,253.8,186.75,-67.05
816,380.51,244.293,-136.217
817,211.8,186.75,-25.05
818,194.8,177.5,-17.3
819,189.8,212.006,22.206
820,178.8,198.275,19.475
821,304,212.459,-91.541
822,240.8,203.208,-37.592
823,138.98,186.75,47.77
824,293.3,191.684,-101.616
825,145.8,221.153,75.353
826,218.8,189.024,-29.776
827,196.8,177.5,-19.3
828,116.8,186.75,69.95
829,259.81,203.208,-56.602
830,142.9,249.82,106.92
831,157.8,186.75,28.95
832,196.8,186.75,-10.05
833,232.8,213.37,-19.43
834,366.8,189.024,-177.776
835,168.8,177.5,8.7
836,294.8,198.275,-96.525
837,309.9,229.526,-80.374
838,322.8,224.894,-97.906
839,284.8,237.715,-47.085
840,267.8,186.75,-81.05
841,?,221.153,?
842,197.8,236.118,38.318
843,179.8,200.934,21.134
844,172.79,177.5,4.71
845,381.9,223.531,-158.369
846,135.3,189.024,53.724
847,198.8,215.342,16.542
848,253.3,236.602,-16.698
849,103.8,218.494,114.694
850,101.8,218.494,116.694
851,212.8,186.75,-26.05
852,212.8,232.782,19.982
853,220.8,189.024,-31.776
854,144.8,212.459,67.659
855,184.8,234.328,49.528
856,233.8,177.5,-56.3
857,316.8,224.894,-91.906
858,238.3,198.275,-40.025
859,197.8,221.153,23.353
860,203.9,236.118,32.218
861,?,186.75,?
862,179.3,225.077,45.777
863,179.8,177.5,-2.3
864,161.3,177.5,16.2
865,169.98,189.024,19.044
866,130.81,191.684,60.874
867,312.9,191.684,-121.216
868,189.8,191.684,1.884
869,281.9,279.29,-2.61
870,173.81,200.934,27.124
871,236.8,226.867,-9.933
872,196.8,206.969,10.169
873,224.8,203.208,-21.592
874,341.8,226.867,-114.933
875,197.3,223.427,26.127
876,106.8,177.5,70.7
877,158.8,177.5,18.7
878,206.8,198.275,-8.525
879,179.8,177.5,-2.3
880,221.98,189.024,-32.956
881,236.8,186.75,-50.05
882,179.8,177.5,-2.3
883,313.8,234.145,-79.655
884,224.3,177.5,-46.8
885,171.8,200.934,29.134
886,205.9,186.75,-19.15
887,172.79,189.024,16.234
888,263.91,218.494,-45.416
889,312.9,203.208,-109.692
890,95.98,177.5,81.52
891,290.9,221.153,-69.747
892,130.81,177.5,46.69
893,152.8,200.934,48.134
894,211.4,203.208,-8.192
895,328.8,203.208,-125.592
896,185.9,221.153,35.253
897,229.9,203.208,-26.692
898,210.98,213.37,2.39
899,177.8,211.903,34.103
900,93.98,209.243,115.263
901,64.98,177.5,112.52
902,?,223.531,?
903,203.8,198.275,-5.525
904,293.9,186.75,-107.15
905,274.9,177.5,-97.4
906,221.8,206.969,-14.831
907,184.8,189.024,4.224
908,214.8,186.75,-28.05
909,443.9,234.328,-209.572
910,294.8,203.208,-91.592
911,147.8,177.5,29.7
912,155.3,191.684,36.384
913,296.44,249.82,-46.62
914,181.8,221.153,39.353
915,88.81,191.684,102.874
916,192.8,215.342,22.542
917,181.8,189.024,7.224
918,346.9,234.145,-112.755
919,152.98,197.719,44.739
920,156.8,189.024,32.224
921,237.9,212.006,-25.894
922,232.8,177.5,-55.3
923,278.8,177.5,-101.3
924,112.98,177.5,64.52
925,250.8,211.903,-38.897
926,146.8,177.5,30.7
927,276.8,226.867,-49.933
928,221.8,177.5,-44.3
929,173.81,236.118,62.308
930,245.8,206.969,-38.831
931,145.98,189.024,43.044
932,168.8,215.342,46.542
933,?,221.153,?
934,129.79,200.934,71.144
935,207.8,203.208,-4.592
936,213.9,232.678,18.778
937,183.8,198.275,14.475
938,117.8,218.494,100.694
